Pg_0,Pg_1,Pg_2,Pg_3,Pg_4,contingency_index,W_k,u_j_0,Z_k_0,u_j_1,Z_k_1,u_j_2,Z_k_2,u_j_3,Z_k_3,u_j_4,Z_k_4
207.5143071186228,0.0,0.0,0.0,0.0,0,1.5000572766737773e-06,1.9888275034330198,-3.934710180714047e-09,0.3667101387431891,-3.5631575047161615e-08,0.20885753792546152,-7.51408870709926e-08,0.022916226730582787,-3.420082056908863e-07,0.060159433334267896,-1.0207862650064615e-07
207.5143071186228,0.0,0.0,0.0,0.0,1,1.8860779219202298e-06,1.9756155005373637,-5.861756986769904e-09,0.36671013842647426,-4.3678863864125724e-08,0.20885753785904532,-8.626673217418737e-08,0.022916226001630943,-9.06540236486683e-08,0.06015943183718624,-7.796781847848322e-08
207.5143071186228,0.0,0.0,0.0,0.0,2,1.7084806690527872e-06,1.971094389541896,-5.043591536930632e-09,0.36671013834483157,-4.261756673049087e-08,0.20885753785171,-7.850891229424497e-08,0.02291622603033876,-7.59776873945099e-08,0.060159432044068,-7.08370222083013e-08
207.5143071186228,0.0,0.0,0.0,0.0,3,7.933964735588628,2.116629902213485,-5.073753364191343e-09,0.36671013841944544,-194.86877959115927,0.20885753785444341,-237.91673983872028,0.022916225942285266,-158.7657973272219,0.06015943329153932,-228.0947086453109
207.5143071186228,0.0,0.0,0.0,0.0,4,3.3718446565531407e-06,2.027512819950626,-8.132419500174518e-09,0.36671013852007206,-6.759580560951093e-08,0.20885753881280017,-3.353475699244968e-07,0.0229162260519914,-1.4952906124435876e-07,0.06015943208069761,-1.8684502505754603e-07
207.5143071186228,0.0,0.0,0.0,0.0,5,2.027054811720047e-06,2.0225336214376144,-6.52627283974452e-09,0.36671013812748193,-1.287326989198613e-07,0.20885753784224453,-1.9642770549488623e-07,0.022916226252139824,-2.2145315002476712e-07,0.06015943199106532,-2.0075542818393113e-07
207.5143071186228,0.0,0.0,0.0,0.0,6,1.6542529094585923e-06,1.9677639321081477,-5.740510211387934e-09,0.3667101384422411,-4.772865015608172e-08,0.20885753792313067,-8.91360351252543e-08,0.022916225967705588,-7.45052122463787e-08,0.060159431726869765,-7.261164997296307e-08
207.5143071186228,0.0,0.0,0.0,0.0,7,1.8330500887891805e-06,1.9872012692943954,-5.993441090034336e-09,0.36671013845454126,-5.536188707534271e-08,0.2088575378627226,-1.0280786162267654e-07,0.022916225987461077,-7.42501577827012e-08,0.06015943185678552,-9.752859935127804e-08
207.5143071186228,0.0,0.0,0.0,0.0,8,2.1505231530185356e-06,1.9701829729192797,-5.236363550132872e-09,0.366710137305187,-4.42257524761928e-08,0.20885753780215108,-8.28482082399101e-08,0.022916225607796634,-6.895300170830934e-08,0.060159432764818645,-8.704348246933017e-08
207.5143071186228,0.0,0.0,0.0,0.0,9,1.4503387142556205e-06,1.9679507401718919,-5.6650063998151964e-09,0.36671013845496997,-4.614622415824339e-08,0.2088575378620228,-8.535214758170414e-08,0.022916225970381895,-7.609186768949706e-08,0.06015943172444576,-7.6178232163909e-08
207.5143071186228,0.0,0.0,0.0,0.0,10,2.2579639676949237e-06,2.0331785809009157,-7.706168264771558e-09,0.3667101369418222,-6.288593348079964e-08,0.20885753786173536,-1.198958395618767e-07,0.02291622567278444,-1.0865803003332731e-07,0.0,0.0
207.5143071186228,0.0,0.0,0.0,0.0,11,1.8579491730724476e-06,1.9732393376151236,-5.9265316963605115e-09,0.3667101383053759,-4.6411827179471856e-08,0.20885753786046019,-8.354612624624609e-08,0.02291622608903522,-9.57104945229076e-08,0.06015943177585151,-6.541755916101812e-08
207.5143071186228,0.0,0.0,0.0,0.0,12,1.7900168195774399e-06,1.9689301739615073,-6.08618667371587e-09,0.3667101383938024,-4.853586392674908e-08,0.20885753786172118,-8.869508559423502e-08,0.022916225975830953,-8.26322462545099e-08,0.06015943165247196,-7.479199983406869e-08
207.5143071186228,0.0,0.0,0.0,0.0,13,1.808290188491592e-06,1.9689279978714789,-6.1160455266274034e-09,0.36671013840431005,-5.029219875457477e-08,0.20885753786184638,-9.489669955135913e-08,0.022916225948503795,-6.46868380242096e-08,0.06015943165018128,-8.648074276138424e-08
207.5143071186228,0.0,0.0,0.0,0.0,14,1.7573054620973343e-06,1.9677523529653735,-5.827254645208956e-09,0.3667101383923109,-4.745662347982511e-08,0.20885753786148917,-8.856023970584101e-08,0.022916225954917085,-7.189529044834713e-08,0.06015943173198468,-7.459930148885097e-08
207.5143071186228,0.0,0.0,0.0,0.0,15,1.8414332344716406e-06,1.970007258544657,-5.805160227641894e-09,0.3667101383389657,-4.6762025724181264e-08,0.20885753786144537,-8.672716467643631e-08,0.02291622595478919,-7.352151599452488e-08,0.06015943179158751,-7.360167906771082e-08
207.5143071186228,0.0,0.0,0.0,0.0,16,1.8463510940945078e-06,1.9679982567917556,-6.2620176844044285e-09,0.3667101384115293,-5.1547589793476646e-08,0.20885753786186206,-9.72721092832534e-08,0.02291622595508349,-6.478706285948815e-08,0.06015943160161031,-8.856653780833403e-08
207.5143071186228,0.0,0.0,0.0,0.0,17,1.9616797664806652e-06,1.968609355541766,-6.229182683029953e-09,0.366710138393007,-5.120819442589709e-08,0.20885753786184025,-9.679298546731113e-08,0.022916225950603757,-6.111938000042482e-08,0.060159431667043066,-9.137778417514891e-08
207.5143071186228,0.0,0.0,0.0,0.0,0,1.7575814034349788e-06,1.951993322055043,-4.043804811349998e-09,0.3682723604814582,-3.963376271906559e-08,0.239069905635601,-8.357964329744985e-08,0.007139720281472184,-4.1287745582863963e-07,0.0790105948932659,-1.1347978179136553e-07
207.5143071186228,0.0,0.0,0.0,0.0,1,1.9105096159538294e-06,1.9369049682190869,-5.240366622061502e-09,0.36827236036171385,-4.2143105828883234e-08,0.23906990561483918,-8.311388917436026e-08,0.007139719414174142,-9.036213737951145e-08,0.07901059365148269,-7.283374239311755e-08
207.5143071186228,0.0,0.0,0.0,0.0,2,1.7666285238782423e-06,1.9322872708592664,-4.497921668431468e-09,0.36827236028678334,-4.1395478959844674e-08,0.23906990560815358,-7.602347079797288e-08,0.007139719440001847,-7.615221245999149e-08,0.07901059388080026,-6.746622163516557e-08
207.5143071186228,0.0,0.0,0.0,0.0,3,0.9514325803797219,2.077689237358537,-9.881777911975045e-09,0.368272360311196,-49.36055329892014,0.23906990553516927,-58.89956645941213,0.007139719362893772,-43.10026878200795,0.0790105950822661,-56.354061934823015
207.5143071186228,0.0,0.0,0.0,0.0,4,3.2837981975759836e-06,1.984580342075462,-7.2148606385217885e-09,0.36827236052534534,-6.338720093287135e-08,0.23906990634312045,-3.092217009163556e-07,0.007139719520647136,-1.4178746445720818e-07,0.07901059386673537,-1.6988843138352627e-07
207.5143071186228,0.0,0.0,0.0,0.0,5,1.949247192369646e-06,1.982308125454753,-5.667468133316658e-09,0.3682723601343878,-1.1653544153355491e-07,0.23906990560559005,-1.7811665986688413e-07,0.0071397196234270705,-2.049929468446671e-07,0.0790105938576378,-1.7998209484611095e-07
207.5143071186228,0.0,0.0,0.0,0.0,6,1.6578287371122537e-06,1.9288814573501571,-5.186391540945428e-09,0.36827236036358635,-4.67072290693862e-08,0.23906990565259767,-8.568147456723362e-08,0.007139719381881328,-7.529209103891904e-08,0.07901059349731716,-6.929251833259234e-08
207.5143071186228,0.0,0.0,0.0,0.0,7,1.8341623570550773e-06,1.9469832091791348,-5.305727648443855e-09,0.36827236037480354,-5.257993983056258e-08,0.23906990561808272,-9.70126498093181e-08,0.007139719398418015,-7.221846552404404e-08,0.07901059368201865,-8.958366511484056e-08
207.5143071186228,0.0,0.0,0.0,0.0,8,2.238074720640392e-06,1.9310040334734886,-4.5994500993003135e-09,0.368272359232632,-4.213328410822986e-08,0.23906990556018862,-7.86878154156159e-08,0.007139719104230211,-6.631162590916131e-08,0.07901059456772094,-7.906680382926122e-08
207.5143071186228,0.0,0.0,0.0,0.0,9,1.4546475013428794e-06,1.9290782739870667,-5.0937354961752625e-09,0.36827236037319644,-4.5089571923316e-08,0.23906990561677918,-8.316038777024071e-08,0.0071397193838109736,-7.63389334417366e-08,0.0790105935106809,-7.193723647275384e-08
207.5143071186228,0.0,0.0,0.0,0.0,10,2.499437633292754e-06,2.015098541872488,-7.678671044174495e-09,0.36827235883842,-6.43144901234693e-08,0.23906990561596522,-1.2175453154208194e-07,0.007139719289189155,-1.1354857095906998e-07,0.0,0.0
207.5143071186228,0.0,0.0,0.0,0.0,11,1.8978617263622994e-06,1.9347184366451218,-5.330917069367382e-09,0.36827236026304283,-4.52191974355409e-08,0.23906990561541533,-8.105571009425877e-08,0.007139719488933926,-9.732513298425534e-08,0.0790105935799289,-6.089376998081128e-08
